category,keyword,competition,intents,trend
related_keywords,custom window blinds,62,,"October 2024 : 14800, November 2024 : 18100, December 2024 : 12100, January 2025 : 14800, February 2025 : 12100, March 2025 : 18100, April 2025 : 18100, May 2025 : 14800, June 2025 : 14800, July 2025 : 14800, August 2025 : 27100, September 2025 : 40500"
related_keywords,window treatments for sliding glass doors,100,,"October 2024 : 18100, November 2024 : 18100, December 2024 : 18100, January 2025 : 22200, February 2025 : 18100, March 2025 : 22200, April 2025 : 18100, May 2025 : 18100, June 2025 : 18100, July 2025 : 18100, August 2025 : 18100, September 2025 : 14800"
related_keywords,window valances,100,,"October 2024 : 18100, November 2024 : 22200, December 2024 : 14800, January 2025 : 22200, February 2025 : 18100, March 2025 : 22200, April 2025 : 22200, May 2025 : 18100, June 2025 : 18100, July 2025 : 22200, August 2025 : 18100, September 2025 : 18100"
related_keywords,window coverings for sliding glass doors,100,,"October 2024 : 18100, November 2024 : 18100, December 2024 : 18100, January 2025 : 22200, February 2025 : 18100, March 2025 : 22200, April 2025 : 18100, May 2025 : 18100, June 2025 : 18100, July 2025 : 18100, August 2025 : 18100, September 2025 : 14800"
related_keywords,sliding door window treatments,100,,"October 2024 : 18100, November 2024 : 18100, December 2024 : 18100, January 2025 : 22200, February 2025 : 18100, March 2025 : 22200, April 2025 : 18100, May 2025 : 18100, June 2025 : 18100, July 2025 : 18100, August 2025 : 18100, September 2025 : 14800"
related_keywords,patio door window treatments,100,,"October 2024 : 18100, November 2024 : 18100, December 2024 : 18100, January 2025 : 22200, February 2025 : 18100, March 2025 : 22200, April 2025 : 18100, May 2025 : 18100, June 2025 : 18100, July 2025 : 18100, August 2025 : 18100, September 2025 : 14800"
related_keywords,solar shades for patio,100,,"October 2024 : 9900, November 2024 : 8100, December 2024 : 5400, January 2025 : 8100, February 2025 : 9900, March 2025 : 22200, April 2025 : 27100, May 2025 : 33100, June 2025 : 40500, July 2025 : 33100, August 2025 : 22200, September 2025 : 14800"
related_keywords,roman shade blinds,100,,"October 2024 : 14800, November 2024 : 14800, December 2024 : 14800, January 2025 : 18100, February 2025 : 14800, March 2025 : 18100, April 2025 : 18100, May 2025 : 18100, June 2025 : 18100, July 2025 : 22200, August 2025 : 18100, September 2025 : 18100"
related_keywords,pinch pleat drapery,100,,"October 2024 : 18100, November 2024 : 18100, December 2024 : 14800, January 2025 : 18100, February 2025 : 14800, March 2025 : 18100, April 2025 : 14800, May 2025 : 14800, June 2025 : 14800, July 2025 : 18100, August 2025 : 18100, September 2025 : 18100"
related_keywords,sliding glass door treatments,100,,"October 2024 : 18100, November 2024 : 18100, December 2024 : 18100, January 2025 : 22200, February 2025 : 18100, March 2025 : 22200, April 2025 : 18100, May 2025 : 18100, June 2025 : 18100, July 2025 : 18100, August 2025 : 18100, September 2025 : 14800"
related_keywords,motorized blinds,100,,"October 2024 : 14800, November 2024 : 18100, December 2024 : 14800, January 2025 : 18100, February 2025 : 12100, March 2025 : 14800, April 2025 : 14800, May 2025 : 12100, June 2025 : 12100, July 2025 : 14800, August 2025 : 12100, September 2025 : 12100"
related_keywords,wooden shutters,100,,"October 2024 : 18100, November 2024 : 14800, December 2024 : 9900, January 2025 : 12100, February 2025 : 12100, March 2025 : 18100, April 2025 : 18100, May 2025 : 18100, June 2025 : 14800, July 2025 : 18100, August 2025 : 18100, September 2025 : 14800"
related_keywords,outdoor shades,100,,"October 2024 : 8100, November 2024 : 12100, December 2024 : 9900, January 2025 : 9900, February 2025 : 9900, March 2025 : 18100, April 2025 : 22200, May 2025 : 22200, June 2025 : 22200, July 2025 : 18100, August 2025 : 12100, September 2025 : 9900"
related_keywords,shades store,100,,"October 2024 : 18100, November 2024 : 22200, December 2024 : 14800, January 2025 : 18100, February 2025 : 14800, March 2025 : 14800, April 2025 : 14800, May 2025 : 14800, June 2025 : 14800, July 2025 : 12100, August 2025 : 12100, September 2025 : 12100"
related_keywords,drapery stores near me,99,,"October 2024 : 18100, November 2024 : 18100, December 2024 : 14800, January 2025 : 18100, February 2025 : 18100, March 2025 : 18100, April 2025 : 14800, May 2025 : 14800, June 2025 : 12100, July 2025 : 12100, August 2025 : 14800, September 2025 : 14800"
related_keywords,ikea window shades,100,,"October 2024 : 9900, November 2024 : 12100, December 2024 : 9900, January 2025 : 14800, February 2025 : 9900, March 2025 : 12100, April 2025 : 12100, May 2025 : 12100, June 2025 : 22200, July 2025 : 27100, August 2025 : 14800, September 2025 : 12100"
related_keywords,blinds without drilling,100,,"October 2024 : 12100, November 2024 : 18100, December 2024 : 12100, January 2025 : 18100, February 2025 : 14800, March 2025 : 18100, April 2025 : 14800, May 2025 : 14800, June 2025 : 14800, July 2025 : 14800, August 2025 : 14800, September 2025 : 14800"
related_keywords,jcpenney draperies,100,,"October 2024 : 18100, November 2024 : 22200, December 2024 : 14800, January 2025 : 18100, February 2025 : 14800, March 2025 : 14800, April 2025 : 12100, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 12100, September 2025 : 12100"
related_keywords,no drill window shades,100,,"October 2024 : 12100, November 2024 : 18100, December 2024 : 12100, January 2025 : 18100, February 2025 : 14800, March 2025 : 18100, April 2025 : 14800, May 2025 : 14800, June 2025 : 14800, July 2025 : 14800, August 2025 : 14800, September 2025 : 14800"
related_keywords,drapery shop near me,99,,"October 2024 : 18100, November 2024 : 18100, December 2024 : 14800, January 2025 : 18100, February 2025 : 18100, March 2025 : 18100, April 2025 : 14800, May 2025 : 14800, June 2025 : 12100, July 2025 : 12100, August 2025 : 14800, September 2025 : 14800"
related_keywords,bali blinds,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 9900, January 2025 : 12100, February 2025 : 12100, March 2025 : 12100, April 2025 : 12100, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 14800, September 2025 : 12100"
related_keywords,custom curtains,100,,"October 2024 : 9900, November 2024 : 12100, December 2024 : 14800, January 2025 : 12100, February 2025 : 9900, March 2025 : 14800, April 2025 : 12100, May 2025 : 12100, June 2025 : 9900, July 2025 : 9900, August 2025 : 22200, September 2025 : 18100"
related_keywords,window treatments near me,49,,"October 2024 : 14800, November 2024 : 9900, December 2024 : 9900, January 2025 : 12100, February 2025 : 12100, March 2025 : 14800, April 2025 : 9900, May 2025 : 9900, June 2025 : 12100, July 2025 : 12100, August 2025 : 12100, September 2025 : 14800"
related_keywords,honeycomb blinds,100,,"October 2024 : 14800, November 2024 : 12100, December 2024 : 9900, January 2025 : 12100, February 2025 : 8100, March 2025 : 9900, April 2025 : 9900, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 12100, September 2025 : 9900"
related_keywords,cellular blinds,100,,"October 2024 : 9900, November 2024 : 22200, December 2024 : 14800, January 2025 : 9900, February 2025 : 8100, March 2025 : 9900, April 2025 : 8100, May 2025 : 9900, June 2025 : 9900, July 2025 : 9900, August 2025 : 9900, September 2025 : 9900"
related_keywords,bamboo shades,100,,"October 2024 : 12100, November 2024 : 9900, December 2024 : 8100, January 2025 : 12100, February 2025 : 9900, March 2025 : 14800, April 2025 : 12100, May 2025 : 14800, June 2025 : 14800, July 2025 : 14800, August 2025 : 12100, September 2025 : 9900"
related_keywords,wooden blinds for windows,100,,"October 2024 : 9900, November 2024 : 9900, December 2024 : 9900, January 2025 : 9900, February 2025 : 9900, March 2025 : 12100, April 2025 : 12100, May 2025 : 9900, June 2025 : 9900, July 2025 : 14800, August 2025 : 12100, September 2025 : 9900"
related_keywords,cordless blinds,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 9900, January 2025 : 9900, February 2025 : 8100, March 2025 : 12100, April 2025 : 12100, May 2025 : 14800, June 2025 : 14800, July 2025 : 14800, August 2025 : 14800, September 2025 : 14800"
related_keywords,door blinds,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 12100, January 2025 : 12100, February 2025 : 9900, March 2025 : 12100, April 2025 : 9900, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 9900, September 2025 : 9900"
related_keywords,drapery,98,,"October 2024 : 14800, November 2024 : 14800, December 2024 : 12100, January 2025 : 14800, February 2025 : 14800, March 2025 : 14800, April 2025 : 14800, May 2025 : 12100, June 2025 : 12100, July 2025 : 9900, August 2025 : 12100, September 2025 : 14800"
related_keywords,cellular blinds for windows,100,,"October 2024 : 9900, November 2024 : 22200, December 2024 : 14800, January 2025 : 9900, February 2025 : 8100, March 2025 : 9900, April 2025 : 8100, May 2025 : 9900, June 2025 : 9900, July 2025 : 9900, August 2025 : 9900, September 2025 : 9900"
related_keywords,bali window blinds,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 9900, January 2025 : 12100, February 2025 : 12100, March 2025 : 12100, April 2025 : 12100, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 14800, September 2025 : 12100"
related_keywords,honeycomb blinds for windows,100,,"October 2024 : 14800, November 2024 : 12100, December 2024 : 9900, January 2025 : 12100, February 2025 : 8100, March 2025 : 9900, April 2025 : 9900, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 12100, September 2025 : 9900"
related_keywords,double blinds,7,,"October 2024 : 9900, November 2024 : 9900, December 2024 : 9900, January 2025 : 9900, February 2025 : 8100, March 2025 : 9900, April 2025 : 6600, May 2025 : 5400, June 2025 : 18100, July 2025 : 27100, August 2025 : 18100, September 2025 : 9900"
related_keywords,door window blinds,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 12100, January 2025 : 12100, February 2025 : 9900, March 2025 : 12100, April 2025 : 9900, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 9900, September 2025 : 9900"
related_keywords,cordless window shades,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 9900, January 2025 : 9900, February 2025 : 8100, March 2025 : 12100, April 2025 : 12100, May 2025 : 14800, June 2025 : 14800, July 2025 : 14800, August 2025 : 14800, September 2025 : 14800"
related_keywords,honeycomb window shades,100,,"October 2024 : 14800, November 2024 : 12100, December 2024 : 9900, January 2025 : 12100, February 2025 : 8100, March 2025 : 9900, April 2025 : 9900, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 12100, September 2025 : 9900"
related_keywords,cafe curtains kitchen,100,,"October 2024 : 5400, November 2024 : 8100, December 2024 : 5400, January 2025 : 6600, February 2025 : 5400, March 2025 : 8100, April 2025 : 5400, May 2025 : 6600, June 2025 : 14800, July 2025 : 27100, August 2025 : 33100, September 2025 : 22200"
related_keywords,honeycomb blind,100,,"October 2024 : 14800, November 2024 : 12100, December 2024 : 9900, January 2025 : 12100, February 2025 : 8100, March 2025 : 9900, April 2025 : 9900, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 12100, September 2025 : 9900"
related_keywords,thermal drapes,100,,"October 2024 : 14800, November 2024 : 22200, December 2024 : 22200, January 2025 : 27100, February 2025 : 9900, March 2025 : 5400, April 2025 : 4400, May 2025 : 6600, June 2025 : 12100, July 2025 : 9900, August 2025 : 8100, September 2025 : 8100"
related_keywords,bali window shades,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 9900, January 2025 : 12100, February 2025 : 12100, March 2025 : 12100, April 2025 : 12100, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 14800, September 2025 : 12100"
related_keywords,cellular blind,100,,"October 2024 : 9900, November 2024 : 22200, December 2024 : 14800, January 2025 : 9900, February 2025 : 8100, March 2025 : 9900, April 2025 : 8100, May 2025 : 9900, June 2025 : 9900, July 2025 : 9900, August 2025 : 9900, September 2025 : 9900"
related_keywords,door window shade,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 12100, January 2025 : 12100, February 2025 : 9900, March 2025 : 12100, April 2025 : 9900, May 2025 : 12100, June 2025 : 12100, July 2025 : 12100, August 2025 : 9900, September 2025 : 9900"
related_keywords,cordless blind,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 9900, January 2025 : 9900, February 2025 : 8100, March 2025 : 12100, April 2025 : 12100, May 2025 : 14800, June 2025 : 14800, July 2025 : 14800, August 2025 : 14800, September 2025 : 14800"
related_keywords,bay window curtain,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 12100, January 2025 : 14800, February 2025 : 12100, March 2025 : 12100, April 2025 : 9900, May 2025 : 9900, June 2025 : 9900, July 2025 : 9900, August 2025 : 9900, September 2025 : 9900"
related_keywords,drapery track,100,,"October 2024 : 12100, November 2024 : 12100, December 2024 : 12100, January 2025 : 14800, February 2025 : 9900, March 2025 : 12100, April 2025 : 9900, May 2025 : 12100, June 2025 : 9900, July 2025 : 12100, August 2025 : 12100, September 2025 : 9900"
related_keywords,window kitchen curtains,100,,"October 2024 : 12100, November 2024 : 14800, December 2024 : 12100, January 2025 : 14800, February 2025 : 12100, March 2025 : 12100, April 2025 : 9900, May 2025 : 12100, June 2025 : 9900, July 2025 : 12100, August 2025 : 12100, September 2025 : 12100"
related_keywords,solar shades,100,,"October 2024 : 12100, November 2024 : 8100, December 2024 : 6600, January 2025 : 8100, February 2025 : 8100, March 2025 : 12100, April 2025 : 12100, May 2025 : 12100, June 2025 : 14800, July 2025 : 12100, August 2025 : 9900, September 2025 : 9900"
related_keywords,motorized shades,100,,"October 2024 : 8100, November 2024 : 12100, December 2024 : 9900, January 2025 : 9900, February 2025 : 8100, March 2025 : 12100, April 2025 : 14800, May 2025 : 8100, June 2025 : 6600, July 2025 : 6600, August 2025 : 6600, September 2025 : 6600"
related_keywords,vertical blinds for windows,100,,"October 2024 : 9900, November 2024 : 9900, December 2024 : 8100, January 2025 : 9900, February 2025 : 8100, March 2025 : 9900, April 2025 : 8100, May 2025 : 9900, June 2025 : 9900, July 2025 : 27100, August 2025 : 9900, September 2025 : 8100"
related_keywords,blackout roman shades,100,,"October 2024 : 9900, November 2024 : 9900, December 2024 : 8100, January 2025 : 12100, February 2025 : 8100, March 2025 : 9900, April 2025 : 9900, May 2025 : 12100, June 2025 : 14800, July 2025 : 12100, August 2025 : 12100, September 2025 : 12100"
related_keywords,motorized roller shades,66,,"October 2024 : 8100, November 2024 : 9900, December 2024 : 8100, January 2025 : 12100, February 2025 : 8100, March 2025 : 9900, April 2025 : 8100, May 2025 : 8100, June 2025 : 9900, July 2025 : 9900, August 2025 : 12100, September 2025 : 18100"
